time,open,high,low,close
2021-01-05 07:30:00,139.973,139.991,139.938,139.981
2021-01-05 07:45:00,139.981,140.022,139.972,139.988
2021-01-05 08:00:00,139.989,140.027,139.918,139.921
2021-01-05 08:15:00,139.923,140.0,139.907,139.921
2021-01-05 08:30:00,139.92,140.014,139.899,140.001
2021-01-05 08:45:00,140.001,140.065,139.98,140.035
2021-01-05 09:00:00,140.04,140.055,139.926,139.975
2021-01-05 09:15:00,139.974,140.03,139.927,139.98
2021-01-05 09:30:00,139.98,140.015,139.883,139.885
2021-01-05 09:45:00,139.885,139.888,139.627,139.698
2021-01-05 10:00:00,139.698,139.848,139.644,139.758
2021-01-05 10:15:00,139.757,139.896,139.732,139.77
2021-01-05 10:30:00,139.77,139.821,139.626,139.665
2021-01-05 10:45:00,139.665,139.667,139.527,139.539
2021-01-05 11:00:00,139.541,139.652,139.514,139.554
2021-01-05 11:15:00,139.553,139.667,139.54,139.661
2021-01-05 11:30:00,139.66,139.745,139.591,139.742
2021-01-05 11:45:00,139.742,139.745,139.553,139.576
2021-01-05 12:00:00,139.575,139.731,139.568,139.718
2021-01-05 12:15:00,139.719,139.757,139.682,139.734
2021-01-05 12:30:00,139.734,139.767,139.649,139.765
2021-01-05 12:45:00,139.765,139.812,139.665,139.761
2021-01-05 13:00:00,139.761,139.91,139.737,139.872
2021-01-05 13:15:00,139.872,139.897,139.782,139.81
2021-01-05 13:30:00,139.81,139.824,139.747,139.82
2021-01-05 13:45:00,139.82,139.848,139.73,139.73
2021-01-05 14:00:00,139.73,139.746,139.664,139.704
2021-01-05 14:15:00,139.703,139.705,139.637,139.675
2021-01-05 14:30:00,139.675,139.767,139.669,139.754
2021-01-05 14:45:00,139.755,139.795,139.684,139.774
2021-01-05 15:00:00,139.77,139.83,139.752,139.76
2021-01-05 15:15:00,139.76,139.826,139.668,139.695
2021-01-05 15:30:00,139.697,139.705,139.538,139.605
2021-01-05 15:45:00,139.605,139.715,139.592,139.628
2021-01-05 16:00:00,139.628,139.718,139.601,139.68
2021-01-05 16:15:00,139.68,139.7,139.619,139.64
2021-01-05 16:30:00,139.641,139.864,139.605,139.855
2021-01-05 16:45:00,139.855,139.869,139.729,139.813
2021-01-05 17:00:00,139.815,139.976,139.798,139.805
2021-01-05 17:15:00,139.805,139.828,139.643,139.731
2021-01-05 17:30:00,139.731,139.77,139.678,139.731
2021-01-05 17:45:00,139.731,139.833,139.7,139.723
2021-01-05 18:00:00,139.724,139.842,139.721,139.81
2021-01-05 18:15:00,139.805,139.96,139.759,139.829
2021-01-05 18:30:00,139.83,139.934,139.814,139.917
2021-01-05 18:45:00,139.917,139.953,139.858,139.859
2021-01-05 19:00:00,139.859,140.01,139.859,139.98
2021-01-05 19:15:00,139.979,139.998,139.907,139.948
2021-01-05 19:30:00,139.947,139.995,139.929,139.934
2021-01-05 19:45:00,139.934,139.966,139.892,139.945
2021-01-05 20:00:00,139.945,139.948,139.824,139.896
2021-01-05 20:15:00,139.896,139.95,139.87,139.89
2021-01-05 20:30:00,139.89,139.899,139.77,139.809
2021-01-05 20:45:00,139.809,139.91,139.802,139.89
2021-01-05 21:00:00,139.89,139.952,139.89,139.92
2021-01-05 21:15:00,139.92,139.961,139.915,139.953
2021-01-05 21:30:00,139.954,139.961,139.858,139.906
2021-01-05 21:45:00,139.906,139.936,139.853,139.881
2021-01-05 22:00:00,139.881,139.931,139.881,139.904
2021-01-05 22:15:00,139.904,139.921,139.878,139.91
2021-01-05 22:30:00,139.91,139.943,139.904,139.942
2021-01-05 22:45:00,139.942,139.968,139.898,139.934
2021-01-05 23:00:00,139.936,139.975,139.923,139.938
2021-01-05 23:15:00,139.937,139.991,139.934,139.972
2021-01-05 23:30:00,139.973,139.98,139.942,139.953
2021-01-05 23:45:00,139.952,139.987,139.931,139.975
2021-01-06 00:00:00,139.952,139.952,139.826,139.898
2021-01-06 00:15:00,139.892,139.957,139.892,139.934
2021-01-06 00:30:00,139.934,139.942,139.897,139.921
2021-01-06 00:45:00,139.921,139.929,139.872,139.898
2021-01-06 01:00:00,139.892,139.919,139.83,139.862
2021-01-06 01:15:00,139.862,139.908,139.854,139.89
2021-01-06 01:30:00,139.89,139.917,139.844,139.888
2021-01-06 01:45:00,139.888,139.95,139.885,139.93
2021-01-06 02:00:00,139.926,139.952,139.855,139.865
2021-01-06 02:15:00,139.865,139.892,139.842,139.873
2021-01-06 02:30:00,139.873,139.949,139.854,139.92
2021-01-06 02:45:00,139.922,140.031,139.899,139.979
2021-01-06 03:00:00,139.982,140.016,139.869,139.935
2021-01-06 03:15:00,139.935,140.016,139.924,139.965
2021-01-06 03:30:00,139.964,139.982,139.813,139.883
2021-01-06 03:45:00,139.883,139.943,139.837,139.837
2021-01-06 04:00:00,139.841,139.88,139.821,139.848
2021-01-06 04:15:00,139.849,139.911,139.815,139.875
2021-01-06 04:30:00,139.875,139.907,139.852,139.872
2021-01-06 04:45:00,139.871,139.903,139.791,139.802
2021-01-06 05:00:00,139.804,139.883,139.793,139.867
2021-01-06 05:15:00,139.867,139.91,139.827,139.861
2021-01-06 05:30:00,139.861,139.886,139.82,139.849
2021-01-06 05:45:00,139.849,139.863,139.815,139.828
2021-01-06 06:00:00,139.828,139.859,139.802,139.857
2021-01-06 06:15:00,139.857,139.934,139.854,139.904
2021-01-06 06:30:00,139.904,139.937,139.881,139.937
2021-01-06 06:45:00,139.937,139.961,139.909,139.928
2021-01-06 07:00:00,139.928,139.982,139.908,139.975
2021-01-06 07:15:00,139.976,140.0,139.934,139.948
2021-01-06 07:30:00,139.949,139.959,139.875,139.884
2021-01-06 07:45:00,139.885,139.958,139.843,139.952
2021-01-06 08:00:00,139.952,139.983,139.875,139.967
2021-01-06 08:15:00,139.967,140.009,139.949,139.962
2021-01-06 08:30:00,139.961,140.03,139.951,140.006
2021-01-06 08:45:00,140.006,140.042,139.989,140.007
2021-01-06 09:00:00,140.001,140.29,139.989,140.203
2021-01-06 09:15:00,140.203,140.223,140.109,140.222
2021-01-06 09:30:00,140.222,140.28,140.203,140.275
2021-01-06 09:45:00,140.274,140.339,140.229,140.325
2021-01-06 10:00:00,140.326,140.381,140.208,140.274
2021-01-06 10:15:00,140.274,140.274,140.115,140.21
2021-01-06 10:30:00,140.212,140.299,140.179,140.195
2021-01-06 10:45:00,140.193,140.223,140.056,140.096
2021-01-06 11:00:00,140.096,140.272,140.039,140.267
2021-01-06 11:15:00,140.266,140.289,140.155,140.241
2021-01-06 11:30:00,140.242,140.255,140.177,140.243
2021-01-06 11:45:00,140.242,140.358,140.216,140.35
2021-01-06 12:00:00,140.35,140.475,140.345,140.475
2021-01-06 12:15:00,140.475,140.486,140.372,140.385
2021-01-06 12:30:00,140.385,140.526,140.378,140.508
2021-01-06 12:45:00,140.508,140.578,140.415,140.434
2021-01-06 13:00:00,140.434,140.517,140.383,140.45
2021-01-06 13:15:00,140.454,140.481,140.401,140.432
2021-01-06 13:30:00,140.432,140.451,140.358,140.397
2021-01-06 13:45:00,140.397,140.397,140.298,140.305
2021-01-06 14:00:00,140.301,140.313,140.213,140.233
2021-01-06 14:15:00,140.233,140.309,140.2,140.28
2021-01-06 14:30:00,140.281,140.323,140.031,140.115
2021-01-06 14:45:00,140.114,140.18,140.058,140.144
2021-01-06 15:00:00,140.145,140.262,140.091,140.144
2021-01-06 15:15:00,140.144,140.249,140.119,140.176
2021-01-06 15:30:00,140.175,140.223,140.119,140.18
2021-01-06 15:45:00,140.18,140.251,139.955,139.955
2021-01-06 16:00:00,139.948,140.003,139.774,139.951
2021-01-06 16:15:00,139.952,140.009,139.836,139.887
2021-01-06 16:30:00,139.886,140.06,139.876,140.023
2021-01-06 16:45:00,140.023,140.192,139.997,140.14
2021-01-06 17:00:00,140.131,140.306,140.103,140.282
2021-01-06 17:15:00,140.284,140.325,140.243,140.299
2021-01-06 17:30:00,140.305,140.373,140.139,140.174
2021-01-06 17:45:00,140.174,140.28,140.054,140.092
2021-01-06 18:00:00,140.091,140.24,140.007,140.202
2021-01-06 18:15:00,140.202,140.365,140.161,140.343
2021-01-06 18:30:00,140.352,140.382,140.263,140.33
2021-01-06 18:45:00,140.33,140.386,140.311,140.338
2021-01-06 19:00:00,140.338,140.408,140.334,140.4
2021-01-06 19:15:00,140.4,140.456,140.355,140.453
2021-01-06 19:30:00,140.451,140.481,140.416,140.426
2021-01-06 19:45:00,140.426,140.448,140.391,140.413
2021-01-06 20:00:00,140.413,140.504,140.386,140.49
2021-01-06 20:15:00,140.49,140.52,140.415,140.441
2021-01-06 20:30:00,140.441,140.521,140.419,140.467
2021-01-06 20:45:00,140.468,140.486,140.407,140.455
2021-01-06 21:00:00,140.458,140.527,140.43,140.484
2021-01-06 21:15:00,140.484,140.523,140.321,140.326
2021-01-06 21:30:00,140.326,140.366,140.249,140.304
2021-01-06 21:45:00,140.304,140.323,140.218,140.248
2021-01-06 22:00:00,140.252,140.317,140.192,140.298
2021-01-06 22:15:00,140.298,140.356,140.19,140.231
2021-01-06 22:30:00,140.231,140.283,140.165,140.236
2021-01-06 22:45:00,140.236,140.272,140.208,140.223
2021-01-06 23:00:00,140.223,140.271,140.216,140.23
2021-01-06 23:15:00,140.229,140.235,140.167,140.173
2021-01-06 23:30:00,140.173,140.299,140.169,140.281
2021-01-06 23:45:00,140.281,140.301,140.235,140.236
2021-01-07 00:00:00,140.204,140.253,140.114,140.175
2021-01-07 00:15:00,140.175,140.292,140.175,140.292
2021-01-07 00:30:00,140.293,140.32,140.124,140.138
2021-01-07 00:45:00,140.138,140.253,140.136,140.242
2021-01-07 01:00:00,140.241,140.304,140.231,140.275
2021-01-07 01:15:00,140.273,140.383,140.27,140.374
2021-01-07 01:30:00,140.374,140.39,140.332,140.355
2021-01-07 01:45:00,140.355,140.421,140.341,140.356
2021-01-07 02:00:00,140.356,140.475,140.33,140.351
2021-01-07 02:15:00,140.356,140.389,140.294,140.296
2021-01-07 02:30:00,140.296,140.321,140.198,140.222
2021-01-07 02:45:00,140.222,140.407,140.219,140.389
2021-01-07 03:00:00,140.389,140.403,140.323,140.335
2021-01-07 03:15:00,140.335,140.47,140.32,140.465
2021-01-07 03:30:00,140.462,140.553,140.446,140.541
2021-01-07 03:45:00,140.541,140.544,140.467,140.484
2021-01-07 04:00:00,140.483,140.495,140.382,140.403
2021-01-07 04:15:00,140.402,140.406,140.107,140.146
2021-01-07 04:30:00,140.143,140.22,140.123,140.206
2021-01-07 04:45:00,140.205,140.228,140.18,140.214
2021-01-07 05:00:00,140.215,140.231,140.157,140.207
2021-01-07 05:15:00,140.207,140.215,140.163,140.198
2021-01-07 05:30:00,140.198,140.223,140.166,140.182
2021-01-07 05:45:00,140.183,140.277,140.17,140.268
2021-01-07 06:00:00,140.269,140.343,140.259,140.327
2021-01-07 06:15:00,140.327,140.338,140.279,140.31
2021-01-07 06:30:00,140.31,140.325,140.275,140.304
2021-01-07 06:45:00,140.303,140.308,140.223,140.228
2021-01-07 07:00:00,140.228,140.25,140.17,140.181
2021-01-07 07:15:00,140.182,140.245,140.168,140.221
2021-01-07 07:30:00,140.22,140.235,140.176,140.216
2021-01-07 07:45:00,140.216,140.261,140.19,140.21
2021-01-07 08:00:00,140.211,140.262,140.176,140.243
2021-01-07 08:15:00,140.243,140.274,140.209,140.259
2021-01-07 08:30:00,140.259,140.285,140.236,140.247
2021-01-07 08:45:00,140.247,140.287,140.246,140.263
2021-01-07 09:00:00,140.26,140.411,140.247,140.276
2021-01-07 09:15:00,140.276,140.337,140.235,140.292
2021-01-07 09:30:00,140.292,140.344,140.226,140.241
2021-01-07 09:45:00,140.233,140.393,140.198,140.378
2021-01-07 10:00:00,140.378,140.452,140.298,140.436
2021-01-07 10:15:00,140.436,140.669,140.423,140.611
2021-01-07 10:30:00,140.615,140.756,140.535,140.728
2021-01-07 10:45:00,140.728,140.835,140.671,140.693
2021-01-07 11:00:00,140.694,140.793,140.663,140.762
2021-01-07 11:15:00,140.762,140.824,140.739,140.788
2021-01-07 11:30:00,140.788,140.806,140.732,140.764
2021-01-07 11:45:00,140.763,140.849,140.705,140.792
2021-01-07 12:00:00,140.79,140.913,140.755,140.841
2021-01-07 12:15:00,140.841,140.893,140.703,140.726
2021-01-07 12:30:00,140.73,140.816,140.684,140.712
2021-01-07 12:45:00,140.711,140.729,140.614,140.668
2021-01-07 13:00:00,140.668,140.734,140.645,140.709
2021-01-07 13:15:00,140.709,140.757,140.642,140.681
2021-01-07 13:30:00,140.681,140.869,140.671,140.723
2021-01-07 13:45:00,140.724,140.779,140.645,140.671
2021-01-07 14:00:00,140.671,140.797,140.647,140.796
2021-01-07 14:15:00,140.796,140.906,140.783,140.864
2021-01-07 14:30:00,140.864,140.875,140.798,140.869
2021-01-07 14:45:00,140.864,140.994,140.839,140.966
2021-01-07 15:00:00,140.97,140.989,140.918,140.953
2021-01-07 15:15:00,140.959,140.979,140.877,140.927
2021-01-07 15:30:00,140.928,140.955,140.844,140.89
2021-01-07 15:45:00,140.89,140.913,140.757,140.807
2021-01-07 16:00:00,140.806,140.916,140.796,140.872
2021-01-07 16:15:00,140.872,141.001,140.851,140.922
2021-01-07 16:30:00,140.922,140.972,140.797,140.83
2021-01-07 16:45:00,140.83,140.902,140.792,140.795
2021-01-07 17:00:00,140.811,140.87,140.759,140.835
2021-01-07 17:15:00,140.835,140.897,140.777,140.795
2021-01-07 17:30:00,140.795,140.964,140.787,140.938
2021-01-07 17:45:00,140.938,140.959,140.714,140.834
2021-01-07 18:00:00,140.826,140.856,140.732,140.795
2021-01-07 18:15:00,140.794,140.844,140.688,140.743
2021-01-07 18:30:00,140.743,140.754,140.6,140.641
2021-01-07 18:45:00,140.641,140.769,140.628,140.698
2021-01-07 19:00:00,140.697,140.842,140.662,140.802
2021-01-07 19:15:00,140.802,140.82,140.709,140.732
2021-01-07 19:30:00,140.73,140.762,140.657,140.741
2021-01-07 19:45:00,140.741,140.768,140.699,140.744
2021-01-07 20:00:00,140.742,140.827,140.742,140.807
2021-01-07 20:15:00,140.809,140.853,140.802,140.841
2021-01-07 20:30:00,140.841,140.913,140.838,140.9
2021-01-07 20:45:00,140.9,140.914,140.844,140.891
2021-01-07 21:00:00,140.888,140.938,140.871,140.936
2021-01-07 21:15:00,140.936,140.941,140.855,140.867
2021-01-07 21:30:00,140.866,140.94,140.859,140.889
2021-01-07 21:45:00,140.889,140.964,140.877,140.964
2021-01-07 22:00:00,140.964,140.989,140.885,140.899
2021-01-07 22:15:00,140.9,140.905,140.842,140.883
2021-01-07 22:30:00,140.883,140.894,140.823,140.828
2021-01-07 22:45:00,140.829,140.878,140.766,140.876
2021-01-07 23:00:00,140.876,140.928,140.818,140.876
2021-01-07 23:15:00,140.876,140.877,140.799,140.801
2021-01-07 23:30:00,140.802,140.855,140.801,140.809
2021-01-07 23:45:00,140.809,140.849,140.76,140.829
2021-01-08 00:00:00,140.783,140.797,140.758,140.787
2021-01-08 00:15:00,140.786,140.8,140.752,140.792
2021-01-08 00:30:00,140.797,140.846,140.794,140.804
2021-01-08 00:45:00,140.804,140.833,140.798,140.828
2021-01-08 01:00:00,140.828,140.858,140.793,140.816
2021-01-08 01:15:00,140.817,140.834,140.781,140.79
2021-01-08 01:30:00,140.788,140.857,140.788,140.845
2021-01-08 01:45:00,140.844,140.872,140.82,140.844
2021-01-08 02:00:00,140.849,140.912,140.804,140.808
2021-01-08 02:15:00,140.808,140.86,140.808,140.848
2021-01-08 02:30:00,140.85,140.87,140.737,140.774
2021-01-08 02:45:00,140.771,140.838,140.755,140.814
2021-01-08 03:00:00,140.815,140.86,140.772,140.817
2021-01-08 03:15:00,140.816,140.873,140.775,140.851
2021-01-08 03:30:00,140.851,140.89,140.821,140.848
2021-01-08 03:45:00,140.848,140.858,140.803,140.803
2021-01-08 04:00:00,140.801,140.809,140.749,140.792
2021-01-08 04:15:00,140.792,140.846,140.782,140.81
2021-01-08 04:30:00,140.81,140.836,140.795,140.828
2021-01-08 04:45:00,140.828,140.831,140.767,140.816
2021-01-08 05:00:00,140.816,140.853,140.779,140.8
2021-01-08 05:15:00,140.8,140.824,140.785,140.815
2021-01-08 05:30:00,140.815,140.841,140.806,140.831
2021-01-08 05:45:00,140.831,140.853,140.82,140.838
2021-01-08 06:00:00,140.838,140.84,140.788,140.795
2021-01-08 06:15:00,140.795,140.826,140.759,140.76
2021-01-08 06:30:00,140.759,140.822,140.759,140.796
2021-01-08 06:45:00,140.796,140.835,140.791,140.834
2021-01-08 07:00:00,140.834,140.886,140.833,140.886
2021-01-08 07:15:00,140.887,140.959,140.885,140.939
2021-01-08 07:30:00,140.938,140.946,140.88,140.893
2021-01-08 07:45:00,140.893,140.921,140.863,140.898
2021-01-08 08:00:00,140.898,140.926,140.889,140.926
2021-01-08 08:15:00,140.926,141.0,140.919,140.974
2021-01-08 08:30:00,140.976,140.999,140.944,140.982
2021-01-08 08:45:00,140.982,141.061,140.982,141.044
2021-01-08 09:00:00,141.044,141.172,141.026,141.108
2021-01-08 09:15:00,141.108,141.161,141.043,141.092
2021-01-08 09:30:00,141.092,141.148,141.035,141.142
2021-01-08 09:45:00,141.14,141.201,141.11,141.172
2021-01-08 10:00:00,141.172,141.191,141.067,141.12
2021-01-08 10:15:00,141.119,141.191,141.009,141.082
2021-01-08 10:30:00,141.082,141.149,141.049,141.141
2021-01-08 10:45:00,141.139,141.204,141.099,141.204
2021-01-08 11:00:00,141.204,141.238,141.092,141.146
2021-01-08 11:15:00,141.146,141.159,141.096,141.113
2021-01-08 11:30:00,141.113,141.187,141.103,141.177
2021-01-08 11:45:00,141.178,141.225,141.155,141.188
2021-01-08 12:00:00,141.189,141.242,141.115,141.165
2021-01-08 12:15:00,141.167,141.216,141.13,141.139
2021-01-08 12:30:00,141.139,141.192,141.117,141.129
2021-01-08 12:45:00,141.126,141.132,141.081,141.122
2021-01-08 13:00:00,141.124,141.193,141.067,141.162
2021-01-08 13:15:00,141.162,141.252,141.148,141.239
2021-01-08 13:30:00,141.241,141.251,141.154,141.158
2021-01-08 13:45:00,141.161,141.182,141.105,141.137
2021-01-08 14:00:00,141.138,141.154,141.079,141.147
2021-01-08 14:15:00,141.146,141.238,141.144,141.215
2021-01-08 14:30:00,141.215,141.245,141.148,141.189
2021-01-08 14:45:00,141.189,141.247,141.157,141.245
2021-01-08 15:00:00,141.251,141.26,141.17,141.197
2021-01-08 15:15:00,141.198,141.248,141.112,141.143
2021-01-08 15:30:00,141.133,141.248,141.04,141.106
2021-01-08 15:45:00,141.106,141.207,141.062,141.141
2021-01-08 16:00:00,141.145,141.235,141.139,141.183
2021-01-08 16:15:00,141.183,141.375,141.173,141.332
2021-01-08 16:30:00,141.332,141.358,141.203,141.269
2021-01-08 16:45:00,141.269,141.269,141.102,141.124
2021-01-08 17:00:00,141.122,141.198,141.086,141.14
2021-01-08 17:15:00,141.14,141.165,140.887,140.903
2021-01-08 17:30:00,140.903,141.018,140.855,141.002
2021-01-08 17:45:00,141.002,141.106,140.956,141.064
2021-01-08 18:00:00,141.065,141.128,141.028,141.039
2021-01-08 18:15:00,141.039,141.076,140.955,141.026
2021-01-08 18:30:00,141.025,141.09,140.967,141.077
2021-01-08 18:45:00,141.077,141.114,141.042,141.114
2021-01-08 19:00:00,141.114,141.193,141.095,141.161
2021-01-08 19:15:00,141.161,141.225,141.152,141.225
2021-01-08 19:30:00,141.225,141.232,141.126,141.164
2021-01-08 19:45:00,141.162,141.213,141.127,141.206
2021-01-08 20:00:00,141.206,141.207,141.1,141.1
2021-01-08 20:15:00,141.1,141.106,141.0,141.024
2021-01-08 20:30:00,141.023,141.037,140.871,140.915
2021-01-08 20:45:00,140.916,140.998,140.88,140.947
2021-01-08 21:00:00,140.947,141.062,140.934,141.029
2021-01-08 21:15:00,141.028,141.028,140.957,140.994
2021-01-08 21:30:00,140.995,141.04,140.956,140.983
2021-01-08 21:45:00,140.983,141.015,140.929,140.93
2021-01-08 22:00:00,140.928,141.022,140.923,140.989
2021-01-08 22:15:00,140.99,141.002,140.949,140.968
2021-01-08 22:30:00,140.967,141.02,140.952,141.019
2021-01-08 22:45:00,141.019,141.041,140.942,140.97
2021-01-08 23:00:00,140.97,140.999,140.925,140.995
2021-01-08 23:15:00,140.995,140.999,140.906,140.95
2021-01-08 23:30:00,140.95,140.97,140.898,140.956
2021-01-08 23:45:00,140.955,141.044,140.942,141.014
2021-01-11 00:00:00,140.849,140.975,140.726,140.975
2021-01-11 00:15:00,140.886,140.94,140.707,140.886
