,symbol,volume_lots,order_type,open_price,close_time,close_price,profit
26,GBPJPY,1,buy,144.669,2021-02-10 17:00:00,144.886,143.70860927151293
27,GBPJPY,1,buy,144.786,2021-02-12 17:00:00,145.219,286.7549668874124
28,GBPJPY,1,buy,146.234,2021-02-15 17:00:00,146.486,166.88741721853054
29,GBPJPY,1,buy,146.967,2021-02-18 17:00:00,147.713,494.0397350993251
30,GBPJPY,1,sell,147.364,2021-02-19 11:30:00,147.5445,-119.53642384105628
31,GBPJPY,1,buy,147.953,2021-02-23 17:00:00,148.077,82.11920529801009
32,GBPJPY,1,buy,150.162,2021-02-25 17:00:00,150.301,92.05298013243814
33,GBPJPY,1,sell,147.951,2021-02-26 16:00:00,148.60250000000002,-431.456953642402
34,GBPJPY,1,buy,149.372,2021-03-03 17:00:00,149.319,-35.099337748361386
35,GBPJPY,1,buy,149.523,2021-03-04 17:00:00,150.197,446.35761589404405
36,GBPJPY,1,buy,150.249,2021-03-05 11:30:00,149.88400000000001,-241.72185430462295
37,GBPJPY,1,buy,150.985,2021-03-10 15:00:00,150.79000000000002,-129.1390728476776
38,GBPJPY,1,buy,151.59,2021-03-11 10:45:00,151.21249999999998,-250.0000000000173
39,GBPJPY,1,buy,152.168,2021-03-12 11:15:00,151.933,-155.62913907285673
40,GBPJPY,1,buy,152.062,2021-03-15 14:00:00,151.848,-141.72185430463486
41,GBPJPY,1,sell,151.335,2021-03-16 17:00:00,151.057,184.1059602649139
42,GBPJPY,1,buy,151.796,2021-03-17 17:00:00,151.763,-21.854304635753007
43,GBPJPY,1,buy,152.347,2021-03-18 15:30:00,151.9405,-269.20529801325995
44,GBPJPY,1,sell,151.45,2021-03-19 10:15:00,151.6405,-126.15894039736048
45,GBPJPY,1,sell,151.456,2021-03-19 12:15:00,151.6405,-122.1854304635855
46,GBPJPY,1,sell,150.387,2021-03-23 17:00:00,149.658,482.78145695365123
47,GBPJPY,1,sell,148.604,2021-03-24 12:00:00,149.0315,-283.11258278144413
48,GBPJPY,1,buy,149.399,2021-03-25 17:00:00,149.66,172.84768211920243
49,GBPJPY,1,buy,150.397,2021-03-26 17:00:00,151.464,706.6225165562962
50,GBPJPY,1,sell,150.609,2021-03-29 10:45:00,151.095,-321.85430463575494
51,GBPJPY,1,buy,151.582,2021-03-29 17:00:00,151.498,-55.62913907284979
52,GBPJPY,1,buy,151.716,2021-03-30 17:00:00,151.426,-192.05298013246386
53,GBPJPY,1,buy,152.239,2021-03-31 17:00:00,152.6,239.07284768211255
54,GBPJPY,1,sell,152.34,2021-04-01 10:45:00,152.573,-154.3046357615921
55,GBPJPY,1,sell,152.866,2021-04-02 16:30:00,153.0595,-128.14569536423855
56,GBPJPY,1,buy,153.116,2021-04-05 17:00:00,153.232,76.82119205297049
57,GBPJPY,1,sell,152.922,2021-04-06 17:00:00,152.068,565.5629139072748
58,GBPJPY,1,sell,151.413,2021-04-07 11:15:00,151.776,-240.3973509933772
59,GBPJPY,1,buy,151.055,2021-04-08 10:15:00,150.86,-129.1390728476776
60,GBPJPY,1,sell,150.384,2021-04-08 17:00:00,150.086,197.35099337746584
61,GBPJPY,1,sell,149.91,2021-04-09 11:15:00,150.1445,-155.29801324503117
62,GBPJPY,1,buy,150.728,2021-04-13 10:30:00,150.476,-166.88741721854936
63,GBPJPY,1,buy,150.091,2021-04-14 14:00:00,149.8255,-175.82781456953836
64,GBPJPY,1,sell,149.588,2021-04-16 10:45:00,149.7905,-134.10596026491044
65,GBPJPY,1,sell,149.64,2021-04-16 12:00:00,149.7905,-99.66887417220019
66,GBPJPY,1,sell,150.016,2021-04-19 13:15:00,150.3105,-195.033112582781
67,GBPJPY,1,buy,151.736,2021-04-20 15:15:00,151.32850000000002,-269.8675496688546
68,GBPJPY,1,buy,150.815,2021-04-21 14:30:00,150.517,-197.35099337748466
69,GBPJPY,1,sell,150.305,2021-04-22 17:00:00,149.627,449.00662251655444
70,GBPJPY,1,buy,149.777,2021-04-23 15:15:00,149.4715,-202.31788079469865
71,GBPJPY,1,buy,149.87,2021-04-26 11:45:00,149.692,-117.88079470198495
72,GBPJPY,1,buy,151.609,2021-04-29 17:00:00,152.251,425.1655629139046
73,GBPJPY,1,sell,151.633,2021-04-30 17:00:00,151.257,249.00662251655947
74,GBPJPY,1,buy,151.602,2021-05-03 17:00:00,151.742,92.71523178807044
75,GBPJPY,1,buy,151.792,2021-05-04 10:00:00,151.647,-96.02649006623193
76,GBPJPY,1,buy,151.731,2021-05-04 14:30:00,151.647,-55.62913907284979
77,GBPJPY,1,buy,152.183,2021-05-05 10:45:00,151.905,-184.1059602648951
78,GBPJPY,1,buy,151.826,2021-05-07 15:30:00,151.6105,-142.7152317880739
79,GBPJPY,1,buy,152.851,2021-05-10 17:00:00,153.518,441.72185430463685
80,GBPJPY,1,buy,153.774,2021-05-12 12:15:00,153.63299999999998,-93.37748344372156
81,GBPJPY,1,sell,153.958,2021-05-13 10:15:00,154.1615,-134.76821192052392
82,GBPJPY,1,sell,153.98,2021-05-13 17:00:00,153.939,27.152317880792594
83,GBPJPY,1,sell,153.655,2021-05-14 13:30:00,153.8385,-121.52317880795319
84,GBPJPY,1,buy,154.764,2021-05-19 11:30:00,154.5795,-122.1854304635855
85,GBPJPY,1,sell,153.943,2021-05-20 16:15:00,154.096,-101.32450331125271
86,GBPJPY,1,sell,154.204,2021-05-21 09:15:00,154.34750000000003,-95.0331125827929
87,GBPJPY,1,sell,154.206,2021-05-21 12:00:00,154.34750000000003,-93.70860927154713
88,GBPJPY,1,sell,153.923,2021-05-24 10:45:00,154.05849999999998,-89.7350993377345
89,GBPJPY,1,buy,154.246,2021-05-25 16:30:00,154.014,-153.64238410595982
90,GBPJPY,1,buy,154.183,2021-05-26 09:00:00,153.957,-149.66887417218481
91,GBPJPY,1,buy,154.197,2021-05-27 17:00:00,155.141,625.1655629138995
92,GBPJPY,1,sell,155.796,2021-05-28 09:45:00,155.94,-95.36423841059964
93,GBPJPY,1,sell,155.579,2021-05-31 17:00:00,155.379,132.4503311258391
94,GBPJPY,1,sell,155.545,2021-06-01 17:00:00,155.313,153.64238410595982
95,GBPJPY,1,buy,155.259,2021-06-02 17:00:00,155.381,80.79470198676431
96,GBPJPY,1,buy,155.557,2021-06-03 17:00:00,155.365,-127.1523178807807
97,GBPJPY,1,sell,154.681,2021-06-07 17:00:00,154.735,-35.76158940397487
98,GBPJPY,1,sell,154.786,2021-06-08 17:00:00,154.573,141.05960264900256
99,GBPJPY,1,buy,155.108,2021-06-09 15:15:00,154.9515,-103.64238410595635
100,GBPJPY,1,sell,154.489,2021-06-10 15:30:00,154.65949999999998,-112.9139072847521
101,GBPJPY,1,buy,155.166,2021-06-11 10:00:00,154.97899999999998,-123.84105960265684
102,GBPJPY,1,sell,154.488,2021-06-14 14:00:00,154.75150000000002,-174.5033112582926
103,GBPJPY,1,buy,155.394,2021-06-15 10:00:00,155.291,-68.21192052980705
104,GBPJPY,1,buy,155.102,2021-06-16 17:00:00,155.151,32.45033112583218
105,GBPJPY,1,sell,154.581,2021-06-17 17:00:00,153.979,398.67549668872545
106,GBPJPY,1,sell,153.111,2021-06-18 17:00:00,152.835,182.78145695363048
107,GBPJPY,1,sell,153.276,2021-06-22 14:30:00,153.5235,-163.9072847682134
108,GBPJPY,1,buy,154.526,2021-06-23 17:00:00,154.981,301.3245033112477
109,GBPJPY,1,sell,154.817,2021-06-24 11:15:00,155.01,-127.814569536413
110,GBPJPY,1,sell,154.872,2021-06-24 17:00:00,154.202,443.7086092715337
111,GBPJPY,1,sell,154.035,2021-06-25 17:00:00,153.943,60.92715231787056
112,GBPJPY,1,buy,154.12,2021-06-28 17:00:00,154.082,-25.165562913914513
113,GBPJPY,1,sell,152.782,2021-06-30 12:45:00,153.02800000000002,-162.91390728477438
114,GBPJPY,1,buy,153.829,2021-07-01 11:45:00,153.52949999999998,-198.34437086094252
115,GBPJPY,1,sell,153.378,2021-07-02 17:00:00,153.281,64.23841059601324
116,GBPJPY,1,buy,153.971,2021-07-06 10:45:00,153.7095,-173.17880794702802
117,GBPJPY,1,buy,152.743,2021-07-07 10:30:00,152.52800000000002,-142.38410596024832
118,GBPJPY,1,buy,152.806,2021-07-07 17:00:00,152.866,39.73509933774985
119,GBPJPY,1,sell,152.172,2021-07-08 17:00:00,151.208,638.4105960264892
120,GBPJPY,1,buy,151.639,2021-07-09 17:00:00,152.588,628.4768211920423
121,GBPJPY,1,sell,152.762,2021-07-12 16:45:00,153.06650000000002,-201.6556291390852
122,GBPJPY,1,sell,153.084,2021-07-13 17:00:00,152.768,209.27152317880962
123,GBPJPY,1,buy,152.888,2021-07-14 17:00:00,152.789,-65.56291390729668
124,GBPJPY,1,sell,151.732,2021-07-15 13:00:00,152.14350000000002,-272.51655629140265
125,GBPJPY,1,buy,152.309,2021-07-16 16:45:00,152.00799999999998,-199.33774834438157
126,GBPJPY,1,sell,150.972,2021-07-19 17:00:00,149.779,790.0662251655709
127,GBPJPY,1,sell,149.386,2021-07-20 10:30:00,149.69600000000003,-205.29801324505345
128,GBPJPY,1,sell,149.385,2021-07-21 10:00:00,149.72699999999998,-226.49006622515535
129,GBPJPY,1,buy,150.032,2021-07-21 14:00:00,149.72699999999998,-201.98675496691075
130,GBPJPY,1,buy,151.278,2021-07-22 17:00:00,151.672,260.9271523178844
131,GBPJPY,1,sell,151.571,2021-07-26 12:00:00,151.8835,-206.95364238410596
132,GBPJPY,1,sell,152.228,2021-07-27 17:00:00,151.841,256.2913907284771
133,GBPJPY,1,sell,152.225,2021-07-28 09:15:00,152.423,-131.1258278145745
134,GBPJPY,1,buy,152.972,2021-07-29 17:00:00,153.411,290.72847682118737
135,GBPJPY,1,buy,152.939,2021-07-30 17:00:00,153.064,82.78145695364239
136,GBPJPY,1,buy,152.588,2021-08-02 13:00:00,152.41649999999998,-113.57615894040323
137,GBPJPY,1,sell,151.596,2021-08-03 10:15:00,151.76999999999998,-115.23178807945574
138,GBPJPY,1,buy,151.951,2021-08-03 15:45:00,151.76999999999998,-119.86754966888186
139,GBPJPY,1,buy,151.961,2021-08-04 15:15:00,151.72449999999998,-156.62251655631457
140,GBPJPY,1,buy,152.409,2021-08-05 14:00:00,152.18849999999998,-146.0264900662354
141,GBPJPY,1,sell,152.815,2021-08-06 09:00:00,152.903,-58.278145695360166
142,GBPJPY,1,sell,152.807,2021-08-06 10:00:00,152.903,-63.57615894039976
143,GBPJPY,1,sell,152.729,2021-08-06 12:15:00,152.903,-115.23178807945574
144,GBPJPY,1,sell,152.687,2021-08-09 12:15:00,152.87650000000002,-125.49668874172816
145,GBPJPY,1,buy,152.916,2021-08-10 17:00:00,153.064,98.01324503311002
146,GBPJPY,1,buy,153.092,2021-08-11 12:15:00,152.95600000000002,-90.06622516556004
147,GBPJPY,1,buy,153.187,2021-08-12 11:15:00,153.08249999999998,-69.20529801326491
148,GBPJPY,1,sell,152.244,2021-08-13 15:15:00,152.407,-107.9470198675569
149,GBPJPY,1,sell,151.395,2021-08-16 17:00:00,151.008,256.2913907284771
150,GBPJPY,1,sell,150.978,2021-08-17 17:00:00,150.546,286.09271523179893
151,GBPJPY,1,sell,150.868,2021-08-19 17:00:00,150.23,422.5165562913942
152,GBPJPY,1,sell,149.205,2021-08-20 16:15:00,149.59300000000002,-256.95364238410946
153,GBPJPY,1,buy,150.05,2021-08-23 17:00:00,150.458,270.19867549668015
154,GBPJPY,1,buy,150.85,2021-08-24 10:45:00,150.52300000000002,-216.55629139070845
155,GBPJPY,1,sell,150.34,2021-08-24 11:45:00,150.52300000000002,-121.19205298014644
156,GBPJPY,1,buy,150.894,2021-08-25 17:00:00,150.793,-66.88741721854244
157,GBPJPY,1,buy,151.533,2021-08-26 11:45:00,151.312,-146.35761589402333
158,GBPJPY,1,buy,150.931,2021-08-27 17:00:00,151.357,282.1192052980051
159,GBPJPY,1,buy,151.474,2021-08-31 12:45:00,151.275,-131.78807947018797
160,GBPJPY,1,buy,151.462,2021-09-01 17:00:00,151.607,96.02649006623193
161,GBPJPY,1,buy,151.736,2021-09-02 17:00:00,151.981,162.25165562914208
162,GBPJPY,1,sell,151.801,2021-09-08 17:00:00,151.831,-19.867549668874926
163,GBPJPY,1,sell,151.489,2021-09-09 11:15:00,151.6845,-129.47019867550316
164,GBPJPY,1,buy,152.201,2021-09-10 17:00:00,152.396,129.1390728476776
165,GBPJPY,1,buy,152.546,2021-09-14 17:00:00,152.425,-80.13245033111318
166,GBPJPY,1,sell,151.151,2021-09-16 14:45:00,151.3675,-143.3774834437062
167,GBPJPY,1,buy,151.681,2021-09-17 17:00:00,151.529,-100.66225165563924
168,GBPJPY,1,sell,150.542,2021-09-20 17:00:00,149.992,364.238410596034
169,GBPJPY,1,buy,149.918,2021-09-21 15:00:00,149.587,-219.2052980132565
170,GBPJPY,1,buy,149.86,2021-09-23 17:00:00,151.156,858.2781456953592
171,GBPJPY,1,buy,151.647,2021-09-24 10:00:00,151.441,-136.42384105959528
172,GBPJPY,1,sell,151.182,2021-09-24 11:45:00,151.441,-171.52317880795667
173,GBPJPY,1,buy,151.56,2021-09-27 17:00:00,152.038,316.5562913907342
174,GBPJPY,1,buy,152.477,2021-09-28 10:30:00,152.187,-192.05298013244504
175,GBPJPY,1,sell,150.507,2021-09-29 17:00:00,150.075,286.09271523179893
176,GBPJPY,1,sell,149.481,2021-10-01 10:45:00,149.8425,-239.40397350993817
177,GBPJPY,1,buy,150.692,2021-10-04 17:00:00,151.393,464.23841059602216
178,GBPJPY,1,buy,151.196,2021-10-05 17:00:00,151.732,354.9668874172195
179,GBPJPY,1,sell,151.79,2021-10-06 17:00:00,150.997,525.1655629138926
180,GBPJPY,1,sell,151.196,2021-10-07 11:45:00,151.34949999999998,-101.65562913905946
181,GBPJPY,1,buy,153.8,2021-10-11 17:00:00,154.32,344.37086092714026
182,GBPJPY,1,sell,153.813,2021-10-12 11:30:00,154.01850000000002,-136.09271523180735
183,GBPJPY,1,buy,154.561,2021-10-13 17:00:00,154.692,86.75496688741737
184,GBPJPY,1,buy,155.317,2021-10-14 17:00:00,155.596,184.7682119205274
185,GBPJPY,1,buy,156.087,2021-10-15 17:00:00,157.338,828.4768211920561
186,GBPJPY,1,sell,157.494,2021-10-20 17:00:00,157.509,-9.933774834428052
187,GBPJPY,1,sell,157.398,2021-10-21 17:00:00,157.184,141.72185430463486
188,GBPJPY,1,sell,156.91,2021-10-22 11:45:00,157.3075,-263.24503311258803
189,GBPJPY,1,buy,156.746,2021-10-25 12:15:00,156.375,-245.69536423841677
190,GBPJPY,1,buy,156.871,2021-10-26 17:00:00,157.491,410.5960264900692
191,GBPJPY,1,sell,156.712,2021-10-27 17:00:00,155.98,484.7682119205293
192,GBPJPY,1,buy,156.469,2021-10-28 11:15:00,156.2055,-174.50331125827378
193,GBPJPY,1,buy,156.368,2021-11-01 10:00:00,156.125,-160.92715231787747
194,GBPJPY,1,buy,156.392,2021-11-01 11:45:00,156.125,-176.82119205297744
195,GBPJPY,1,sell,155.1,2021-11-02 16:00:00,155.512,-272.84768211920937
196,GBPJPY,1,sell,155.818,2021-11-04 10:00:00,156.0725,-168.5430463576019
197,GBPJPY,1,sell,155.794,2021-11-04 17:00:00,153.98,1201.3245033112723
198,GBPJPY,1,sell,153.095,2021-11-05 17:00:00,152.934,106.6225165562923
199,GBPJPY,1,buy,153.234,2021-11-10 10:30:00,153.01299999999998,-146.35761589406096
200,GBPJPY,1,buy,153.187,2021-11-10 13:00:00,153.01299999999998,-115.23178807949337
201,GBPJPY,1,buy,152.746,2021-11-12 16:15:00,152.539,-137.0860927152464
202,GBPJPY,1,buy,153.058,2021-11-15 10:00:00,152.8985,-105.62913907283443
203,GBPJPY,1,buy,153.552,2021-11-16 17:00:00,153.864,206.62251655629922
204,GBPJPY,1,buy,154.344,2021-11-17 12:00:00,154.1155,-151.32450331125617
205,GBPJPY,1,buy,154.139,2021-11-18 14:30:00,153.91,-151.65562913908173
206,GBPJPY,1,buy,154.364,2021-11-19 10:45:00,154.1755,-124.83443708609587
207,GBPJPY,1,sell,153.942,2021-11-19 17:00:00,153.192,496.6887417218543
208,GBPJPY,1,buy,153.611,2021-11-22 10:00:00,153.3155,-195.6953642384133
209,GBPJPY,1,sell,153.681,2021-11-23 17:00:00,153.851,-112.58278145694536
210,GBPJPY,1,sell,153.633,2021-11-24 10:45:00,153.908,-182.11920529799818
211,GBPJPY,1,sell,152.439,2021-11-26 17:00:00,151.456,650.9933774834464
212,GBPJPY,1,sell,150.954,2021-11-29 12:45:00,151.4715,-342.71523178806893
213,GBPJPY,1,buy,151.261,2021-12-01 10:30:00,150.7775,-320.1986754966836
214,GBPJPY,1,buy,150.532,2021-12-02 17:00:00,150.454,-51.655629139074804
215,GBPJPY,1,buy,150.603,2021-12-03 11:00:00,150.38,-147.68211920530675
216,GBPJPY,1,buy,150.643,2021-12-03 12:15:00,150.38,-174.17218543046704
217,GBPJPY,1,buy,149.719,2021-12-06 17:00:00,149.978,171.52317880795667
218,GBPJPY,1,sell,150.064,2021-12-08 10:30:00,150.35500000000002,-192.7152317880962
219,GBPJPY,1,sell,149.891,2021-12-09 17:00:00,149.799,60.92715231787056
220,GBPJPY,1,buy,150.157,2021-12-14 17:00:00,150.464,203.31125827813773
221,GBPJPY,1,buy,150.631,2021-12-15 16:45:00,150.43099999999998,-132.4503311258391
222,GBPJPY,1,buy,151.588,2021-12-16 17:00:00,151.507,-53.642384105952885
223,GBPJPY,1,sell,149.843,2021-12-20 15:15:00,150.224,-252.31788079470212
224,GBPJPY,1,buy,150.347,2021-12-21 09:45:00,150.113,-154.96688741722443
225,GBPJPY,1,buy,150.428,2021-12-21 17:00:00,150.81,252.98013245033445
226,GBPJPY,1,sell,151.157,2021-12-22 09:00:00,151.3125,-102.98013245032405
227,GBPJPY,1,buy,151.513,2021-12-22 17:00:00,152.222,469.5364238410617
228,GBPJPY,1,buy,152.701,2021-12-23 17:00:00,153.347,427.8145695364338
229,GBPJPY,1,buy,153.501,2021-12-27 17:00:00,154.015,340.3973509933653
230,GBPJPY,1,buy,154.382,2021-12-29 17:00:00,154.71,217.2185430463596
231,GBPJPY,1,buy,155.459,2021-12-31 13:00:00,155.32999999999998,-85.43046357617159
232,GBPJPY,1,buy,156.113,2022-01-04 17:00:00,157.107,658.2781456953641
233,GBPJPY,1,sell,156.686,2022-01-06 17:00:00,156.676,6.62251655630419
234,GBPJPY,1,buy,156.922,2022-01-11 17:00:00,156.852,-46.35761589403522
235,GBPJPY,1,buy,157.316,2022-01-13 14:00:00,157.1195,-130.13245033113546
236,GBPJPY,1,buy,156.602,2022-01-17 14:00:00,156.2895,-206.95364238410596
237,GBPJPY,1,sell,156.211,2022-01-18 17:00:00,155.632,383.44370860927665
238,GBPJPY,1,buy,156.051,2022-01-20 10:45:00,155.7375,-207.61589403971945
239,GBPJPY,1,sell,153.755,2022-01-24 17:00:00,153.4,235.09933774833758
240,GBPJPY,1,buy,153.881,2022-01-25 13:30:00,153.5035,-249.9999999999985
241,GBPJPY,1,buy,154.008,2022-01-26 17:00:00,154.415,269.53642384104785
242,GBPJPY,1,buy,155.08,2022-01-31 14:15:00,154.6865,-260.5960264900777
243,GBPJPY,1,buy,154.93,2022-02-01 14:00:00,154.662,-177.48344370860974
244,GBPJPY,1,sell,154.878,2022-02-02 13:30:00,155.0845,-136.75496688742084
245,GBPJPY,1,buy,155.422,2022-02-03 17:00:00,156.102,450.3311258278191
246,GBPJPY,1,sell,156.115,2022-02-04 17:00:00,156.069,30.4635761589541
247,GBPJPY,1,sell,155.763,2022-02-07 17:00:00,155.667,63.57615894039976
248,GBPJPY,1,buy,156.229,2022-02-08 17:00:00,156.366,90.72847682119236
249,GBPJPY,1,sell,156.32,2022-02-09 10:30:00,156.51350000000002,-128.1456953642574
250,GBPJPY,1,buy,156.519,2022-02-10 17:00:00,157.53,669.5364238410567
251,GBPJPY,1,sell,156.948,2022-02-11 10:15:00,157.19549999999998,-163.9072847681946
252,GBPJPY,1,buy,157.383,2022-02-11 17:00:00,157.285,-64.90066225166436
253,GBPJPY,1,sell,156.167,2022-02-14 17:00:00,156.363,-129.8013245033099
254,GBPJPY,1,buy,156.592,2022-02-15 16:45:00,156.212,-251.65562913908866
255,GBPJPY,1,buy,156.843,2022-02-16 15:45:00,156.575,-177.48344370860974
256,GBPJPY,1,buy,156.89,2022-02-18 15:00:00,156.551,-224.50331125827722
257,GBPJPY,1,buy,156.705,2022-02-21 13:30:00,156.385,-211.9205298013388
258,GBPJPY,1,buy,156.541,2022-02-23 14:00:00,156.3375,-134.76821192052392
259,GBPJPY,1,sell,154.289,2022-02-24 17:00:00,153.538,497.35099337746783
260,GBPJPY,1,sell,154.274,2022-02-25 13:30:00,154.599,-215.2317880794627
261,GBPJPY,1,sell,154.031,2022-03-01 17:00:00,153.87,106.6225165562923
262,GBPJPY,1,sell,152.871,2022-03-02 10:15:00,153.2065,-222.1854304635736
263,GBPJPY,1,sell,152.957,2022-03-02 11:45:00,153.2065,-165.23178807947804
264,GBPJPY,1,buy,155.208,2022-03-03 10:00:00,154.881,-216.55629139072727
265,GBPJPY,1,sell,153.557,2022-03-04 17:00:00,152.266,854.9668874172164
266,GBPJPY,1,buy,152.173,2022-03-07 10:00:00,151.79950000000002,-247.35099337746928
267,GBPJPY,1,sell,151.372,2022-03-07 14:15:00,151.79950000000002,-283.112582781463
268,GBPJPY,1,sell,151.036,2022-03-08 09:30:00,151.3135,-183.77483443708834
269,GBPJPY,1,buy,152.081,2022-03-09 17:00:00,152.398,209.9337748344419
270,GBPJPY,1,sell,152.353,2022-03-10 11:00:00,152.76,-269.53642384104785
271,GBPJPY,1,buy,152.74,2022-03-11 17:00:00,152.943,134.43708609271718
272,GBPJPY,1,buy,153.499,2022-03-14 17:00:00,153.983,320.5298013245092
273,GBPJPY,1,buy,154.413,2022-03-15 10:00:00,154.00549999999998,-269.86754966889225
274,GBPJPY,1,sell,153.453,2022-03-15 14:00:00,154.00549999999998,-365.8940397350865
275,GBPJPY,1,buy,154.62,2022-03-16 17:00:00,154.779,105.29801324502769
276,GBPJPY,1,buy,156.596,2022-03-17 12:45:00,156.2725,-214.2384105960236
277,GBPJPY,1,buy,156.421,2022-03-18 11:30:00,156.091,-218.54304635760533
278,GBPJPY,1,buy,158.247,2022-03-22 17:00:00,160.027,1178.8079470198495
279,GBPJPY,1,sell,160.067,2022-03-23 17:00:00,159.08,653.6423841059568
280,GBPJPY,1,buy,160.256,2022-03-24 17:00:00,160.768,339.0728476821195
281,GBPJPY,1,sell,160.062,2022-03-25 16:15:00,160.83249999999998,-510.2649006622318
282,GBPJPY,1,buy,162.259,2022-03-28 17:00:00,161.975,-188.07947019867007
283,GBPJPY,1,sell,159.858,2022-03-31 17:00:00,159.584,181.45695364238472
284,GBPJPY,1,buy,161.035,2022-04-04 17:00:00,161.022,-8.60927152318227
285,GBPJPY,1,buy,161.312,2022-04-05 17:00:00,161.669,236.4238410596022
286,GBPJPY,1,buy,162.157,2022-04-06 17:00:00,162.021,-90.06622516557887
287,GBPJPY,1,buy,162.047,2022-04-07 12:00:00,161.6875,-238.07947019867353
288,GBPJPY,1,buy,162.736,2022-04-11 17:00:00,163.536,529.8013245033188
289,GBPJPY,1,buy,163.574,2022-04-12 10:15:00,163.325,-164.9006622516713
290,GBPJPY,1,buy,163.57,2022-04-13 17:00:00,163.702,87.41721854304967
291,GBPJPY,1,buy,165.346,2022-04-15 17:00:00,165.265,-53.64238410597171
292,GBPJPY,1,sell,164.649,2022-04-18 15:00:00,165.084,-288.079470198677
293,GBPJPY,1,buy,166.683,2022-04-19 17:00:00,167.305,411.9205298013338
294,GBPJPY,1,sell,166.585,2022-04-22 17:00:00,165.3,850.9933774834415
295,GBPJPY,1,sell,163.762,2022-04-25 17:00:00,162.538,810.5960264900593
296,GBPJPY,1,buy,160.819,2022-04-27 17:00:00,160.932,74.83443708609241
297,GBPJPY,1,buy,162.716,2022-04-28 17:00:00,162.799,54.966887417217485
298,GBPJPY,1,buy,163.323,2022-04-29 11:00:00,163.04399999999998,-184.7682119205462
299,GBPJPY,1,buy,163.334,2022-04-29 14:45:00,163.04399999999998,-192.05298013246386
300,GBPJPY,1,buy,163.156,2022-05-03 13:30:00,162.75900000000001,-262.9139072847625
301,GBPJPY,1,sell,162.367,2022-05-04 09:45:00,162.5695,-134.10596026491044
302,GBPJPY,1,buy,162.79,2022-05-04 13:00:00,162.5695,-146.02649006621658
303,GBPJPY,1,sell,160.387,2022-05-06 11:30:00,161.224,-554.3046357615822
304,GBPJPY,1,buy,161.387,2022-05-10 10:00:00,160.7185,-442.7152317880758
305,GBPJPY,1,sell,160.33,2022-05-11 11:45:00,160.6255,-195.6953642383945
306,GBPJPY,1,sell,158.321,2022-05-12 17:00:00,156.171,1423.8410596026529
307,GBPJPY,1,buy,160.125,2022-05-17 17:00:00,161.674,1025.8278145695408
308,GBPJPY,1,sell,160.427,2022-05-18 17:00:00,159.367,701.986754966889
309,GBPJPY,1,buy,160.453,2022-05-23 17:00:00,160.537,55.62913907284979
310,GBPJPY,1,sell,160.149,2022-05-24 17:00:00,158.517,1080.7947019867584
311,GBPJPY,1,buy,159.395,2022-05-25 11:15:00,159.0855,-204.9668874172279
312,GBPJPY,1,sell,159.847,2022-05-26 17:00:00,159.789,38.410596026504074
